Instances,feature_Max_Normalized_Entropy_attributes,feature_Normalized_Entropy_Class_Attribute,feature_Mean_Mutual_Information_Attribute_Class,feature_ErrorRate_Decision_Node,feature_WeightedDist_StdDev,feature_Max_Feature_Efficiency_F3,feature_Collective_Feature_Efficiency_F4,feature_Training_Error_Linear_Classifier_L2,feature_Fraction_Points_Class_Boundary_N1,feature_Nonlinearity_Nearest_Neighbor_Classifier_N4,algo_NB,algo_LDA,algo_QDA,algo_CART,algo_J48,algo_KNN,algo_L_SVM,algo_poly_SVM,algo_RBF_SVM,algo_RandF
echocardio_no_Nas,0.266980939,0.143937866,0.116070494,0.066666667,0.569299479,0.967213094,1,0.27868852,0.163934425,0.024590135,0.016666667,0.083333333,0.400936768,0.033333333,0.033333333,0.147619048,0.047619048,0.111904762,0.080952381,0.400936768
ecoli,0.307887385,0.260803479,0.335733337,0.247118772,1.193961202,0.636904763,0.828125,0.078497025,0.072172618,0.143415175,0.060619589,0.182443394,0.727785205,0.075523619,0.063293916,0.05295497,0.051361833,0.110659908,0.053042505,0.314992361
fertility,0.297785461,0.079676749,0.010511042,0.12,0.441263541,0.02,0.049999997,0.119999997,0.270000011,0.269999981,0.13,0.15,0.1972,0.2,0.15,0.16,0.12,0.12,0.12,0.13
firm,0.074633713,0.048272248,0.010814998,0.165277778,1.529570223,0.037685186,0.037685186,0.00037037,0.089351855,0.088101864,0.111759259,0.00037037,0.275922068,0.00037037,0.00037037,0.001296296,0.00037037,0.005462963,0.00037037,0.00037037
first,0.331495974,0.077928494,0.03929539,0.404546281,6.430230263,0.177999347,0.887381494,0,0.003922851,0.102974832,0.299119893,0.288823369,0.486372932,0,0,0.015528492,0,0.188294663,0.014057101,0.004413637
flare,0.217373845,0.234833754,0.16963123,0.312725618,2.677581508,0.458411505,0.61679175,0.114915572,0.138367728,0.21873045,0.084868656,0.785548508,0.785548508,0.088168451,0.091239819,0.120650917,0.088406206,0.245908051,0.093404762,0.785548508
forest,0.332187668,0.21068513,0.285825791,0.293152364,1.574068625,0.356118545,0.896271452,0.166826008,0.137189291,0.092734218,0.07600875,0.059055161,0.101027135,0.070218775,0.06956954,0.073065892,0.047334999,0.080135259,0.059532548,0.061045603
fourclass,0.324979129,0.096337526,0.13082995,0.322600909,0.727741576,0.238979116,0.278422266,0.213457078,0.009280742,0.249419928,0.245816627,0.243531141,0.208687517,0.032544774,0.010465116,0,0.234268912,0.204196739,0.05797915,0.004651163
gesture_va,0.331014054,0.165300975,0.105240056,0.321937252,5.38847116,0.029373037,0.101752255,0.2,0.239440897,0.326709199,0.255724725,0.257606758,0.246636403,0.252769262,0.206070408,0.161700451,0.256159239,0.271662799,0.214360955,0.766193655
grammatical_a1,0.330453377,0.095964541,0.117146337,0.163859989,1.860276058,0.132768363,0.998116672,0.167608291,0.289077222,0.189265549,0.404928584,0.12146006,0.352133662,0.131846235,0.135611003,0.113013578,0.11487392,0.220366778,0.135584553,0.078125551
grammatical_a2,0.328967364,0.079405572,0.216658606,0.059771287,2.211639946,0.510749876,0.998951316,0.04090194,0.078133196,0.043523848,0.069718931,0.029366217,0.113265362,0.048754478,0.039851199,0.033033894,0.030410581,0.066588592,0.037734913,0.030402315
grammatical_a3,0.320723758,0.092094204,0.267350973,0.083848022,1.7929741,0.173780486,1,0.083841465,0.173780486,0.132240832,0.127290076,0.073172565,0.107483229,0.073918575,0.089943326,0.071628499,0.063254684,0.130349294,0.074676151,0.065527412
grammatical_a4,0.330901209,0.0752785,0.119228081,0.131129686,1.797553777,0.290092647,1,0.109052032,0.139700636,0.143264413,0.15606383,0.029194529,0.344986788,0.054098278,0.058404255,0.05198075,0.021357649,0.114711246,0.037006079,0.0291692
grammatical_a5,0.327780661,0.098412895,0.126016839,0.220701643,1.803576733,0.145017788,0.999999881,0.130782917,0.204626337,0.153914571,0.208130531,0.092469975,0.195630531,0.095140645,0.088945954,0.071199431,0.080041087,0.197447851,0.080041087,0.060485145
grammatical_a6,0.330805565,0.076031041,0.177120121,0.074248927,2.13766174,0.493133038,0.999999881,0.05751073,0.107296139,0.084978521,0.075536481,0.026609442,0.111158798,0.046351931,0.045922747,0.045493562,0.022746781,0.076824034,0.033905579,0.024034335
grammatical_a7,0.331605416,0.066862151,0.102180506,0.159267536,2.097508011,0.170935407,1.000000119,0.06514477,0.143652558,0.130011141,0.112479826,0.036210428,0.194335816,0.057349472,0.057898821,0.052349472,0.032867784,0.085204842,0.038978895,0.028950962
grammatical_a8,0.321614173,0.096622479,0.154565298,0.113547723,1.879526917,0.077760495,0.998444915,0.112752721,0.166407466,0.110031128,0.193640988,0.072298934,0.120560804,0.080844234,0.078536822,0.05677689,0.064522771,0.122093023,0.076205184,0.054427083
grammatical_a9,0.331331465,0.091941576,0.173186365,0.094244604,1.94190955,0.167625904,0.998561203,0.089928061,0.176258996,0.106115103,0.11942446,0.056834532,0.214388489,0.067625899,0.072661871,0.072661871,0.061870504,0.125899281,0.074100719,0.048920863
grammatical_b2,0.326195922,0.078996018,0.086489649,0.229124408,2.968721191,0.097345136,0.999507964,0.131760076,0.166175023,0.214601755,0.221225732,0.091941949,0.135214431,0.131792717,0.117523906,0.070315368,0.091446924,0.158816285,0.067352458,0.059499662
grammatical_b3,0.327973808,0.094684818,0.238893739,0.122872483,1.775153614,0.207080826,1,0.088844359,0.19171676,0.151970625,0.199064877,0.063472036,0.19704698,0.102210291,0.088854586,0.106237136,0.074850112,0.143624161,0.078832215,0.057454139
grammatical_b4,0.332882023,0.093146253,0.113242724,0.128728579,1.736329428,0.146577388,0.999255896,0.067708336,0.171130955,0.133928597,0.174074074,0.062459923,0.152526258,0.086290768,0.079613046,0.073665008,0.066959646,0.119812051,0.063228303,0.050580431
grammatical_b5,0.325505992,0.093417039,0.125029102,0.39632991,1.920651093,0.119469024,0.999368012,0.172566369,0.197218716,0.1643489,0.184654884,0.146067192,0.122028501,0.118246955,0.076510628,0.07208821,0.156189794,0.186553618,0.101807181,0.050589125
grammatical_b6,0.329041529,0.079602184,0.092977243,0.176478369,2.749807209,0.117121845,0.998949587,0.087710083,0.137079835,0.141018927,0.192218242,0.064599063,0.118699366,0.069864977,0.059360705,0.03308625,0.060394048,0.139151281,0.040446404,0.029939377
grammatical_b7,0.330908304,0.075734317,0.133004831,0.106860626,2.100307784,0.268493146,0.998904347,0.08219178,0.182465747,0.155616462,0.145730499,0.058052603,0.184119978,0.088209332,0.078901699,0.069014592,0.051483216,0.101900558,0.053684021,0.059166517
grammatical_b8,0.320173016,0.094289103,0.146693613,0.128708134,1.618648901,0.278614461,1,0.088102408,0.156626508,0.094126523,0.149829118,0.087314878,0.127973342,0.099373434,0.094115972,0.07228298,0.090322397,0.103879016,0.086562998,0.051190476
grammatical_b9,0.333065572,0.090793138,0.112155997,0.210564082,1.856229341,0.082278483,0.999424696,0.121979289,0.244533941,0.211449921,0.214616969,0.086319846,0.131745399,0.126008239,0.116244768,0.102425088,0.100112949,0.159939539,0.086299914,0.064999003
haberman,0.312891648,0.100971993,0.030705635,0.284086022,0.833733108,0.029411765,0.03267974,0.264705896,0.539215684,0.357843161,0.251827957,0.254731183,0.245053763,0.268172043,0.290537634,0.277956989,0.270860215,0.274086022,0.258387097,0.255376344
hayes,0.246152248,0.206976307,0.144123671,0.544296875,0.632447997,0.081249997,0.462499996,0.333333333,0.381250004,0.235416671,0.125976563,0.1296875,0.637421875,0.182109375,0.186992188,0.2046875,0.1209375,0.478789063,0.2134375,0.151171875
heart_cleverland,0.313454147,0.223935851,0.090904522,0.310353455,0.87233555,0.112871286,0.311551163,0.124092411,0.278547852,0.272277224,0.183529224,0.16923844,0.644900813,0.215844778,0.252032719,0.208703645,0.189767912,0.306628695,0.222498314,0.202324071
heart_cleverland_no_Nas,0.31459756,0.225534074,0.090860232,0.311396339,0.87233555,0.114478115,0.313131305,0.125252527,0.280134681,0.269023561,0.189344402,0.176381826,0.647155076,0.230480282,0.226534309,0.220460931,0.197959673,0.301861914,0.225723132,0.207491776
heart_hungarian,0.315215029,0.115020938,0.14596896,0.214367816,0.372806255,0.690476179,0.857142866,0.149659857,0.146258503,0.006802738,0.01,0.017126437,0.077377434,0.017241379,0,0.034022989,0,0.037241379,0.010229885,0
heart_hungarian_no_Nas,0.389972873,0.292285253,0.138880613,0.1,0.372806255,0.699999988,0.899999976,0.400000006,0.200000003,0,0,0.48,0.48,0.48,0.4,0.2,0.48,0.48,0.48,0.48
heart_switzerland,0.288004835,0.284607555,0.057071317,0.370622264,0.521583533,0.208130084,0.468292677,0.199999996,0.395121959,0.286178863,0.328059204,0.326042318,0.714738378,0.32283719,0.352944549,0.398889931,0.357483844,0.372316031,0.328225975,0.367813217
heart_switzerland_no_Nas,0.291948174,0.359714822,0.084498826,0.494883721,0.521583533,0.413953486,0.795348871,0.200000004,0.390697673,0.181395352,0.485465116,0.470465116,0.717209302,0.425813953,0.402906977,0.397674419,0.410581395,0.383953488,0.396511628,0.717209302
heart_va,0.301812931,0.284482998,0.10798278,0.392075,0.380471758,0.235000001,0.311000006,0.199999998,0.296999994,0.163499999,0.1923,0.193675,0.76795,0.16115,0.167975,0.181425,0.1757,0.345225,0.1797,0.157275
heart_va_no_Nas,0.378857322,0.423788969,0.15479063,0.467647059,0.380471758,0.455882363,0.970588237,0.23529412,0.470588244,0.154411778,0.520588235,0.635294118,0.635294118,0.311764706,0.4,0.402941176,0.282352941,0.311764706,0.311764706,0.635294118
hepatitis,0.31860912,0.100966546,0.060592683,0.1875,0.758057681,0.232258067,0.56774193,0.193548381,0.283870965,0.100000024,0.13625,0.1425,0.327540323,0.115833333,0.135,0.1425,0.1475,0.140416667,0.089583333,0.083333333
hepatitis_no_Nas,0.316359182,0.101275581,0.046910364,0.2,0.758057681,0.337500006,0.987500012,0.162499994,0.3125,0.118749976,0.1125,0.175,0.2721875,0.225,0.1875,0.125,0.1875,0.1125,0.175,0.125
hiv_746,0.417273045,0.104331123,0.169903369,0.280144144,1.026123913,0.022788204,0.044235926,0.344504029,0.447721183,0.309651494,0.089837838,0.084486486,0.496983938,0.117963964,0.173063063,0.162198198,0.06436036,0.461207207,0.097873874,0.105927928
hiv_impens,0.401066878,0.063506759,0.051897298,0.157390817,0.871603678,0.014783527,0.026399154,0.157338962,0.3812038,0.392819405,0.082262038,0.161889281,0.265148645,0.131914894,0.15731243,0.139428891,0.105587906,0.15731243,0.15731243,0.09181411
horse_colic_lesion,0.329296267,0.111495367,0.130260895,0.217042042,0.836555933,0.038043477,0.119565211,0.073369563,0.157608703,0.03125,0.117267267,0.098048048,0.222953388,0.035285285,0.046171171,0.111786787,0.087162162,0.369744745,0.087387387,0.021846847
human,0.329500495,0.193239386,0.52651984,0.214724005,3.16967608,0.619153967,0.999692341,0.008673981,0.021636404,0.046436548,0.086459984,0.007046164,0.831282486,0.042874452,0.015832317,0.010430737,0.004895031,0.010804967,0.007860444,0.006788947
hv_no_noise,0.32430384,0.097619086,0.006239869,0.514008942,3.325547274,0.005775577,0.643564343,0.490099013,0.525577545,0.429042876,0.485936865,0.32669015,0.499950233,0.464517003,0.53299011,0.34737163,0.405852865,0.503271914,0.482610757,0.382055277
ilpd,0.326437814,0.094052173,0.036366207,0.286645237,1.851676893,0.111492284,0.22813037,0.286449403,0.495711833,0.356775284,0.440677966,0.301899474,0.445821157,0.33100526,0.305493863,0.332612507,0.286557569,0.302016365,0.291671537,0.293074226
ilpd_no_Nas,0.326844322,0.093941456,0.036879858,0.284815487,1.851676893,0.112262525,0.229706392,0.284974098,0.492227972,0.365284979,0.447247429,0.293678161,0.447277677,0.298911071,0.329733817,0.312643678,0.285057471,0.297126437,0.285057471,0.295432547
image,0.331162522,0.251247185,0.640454569,0.237724181,1.982772229,0.671737782,0.917810764,0.070377245,0.022634508,0.072541731,0.0576376,0.107111936,0.857142857,0.025108225,0.008039579,0.009647495,0.0139765,0.040197897,0.015708101,0.005318491
internet,0.279342101,0.050020454,0.003605418,0.118016708,4.309291981,0.057639524,0.870082915,0.028362306,0.058554437,0.107502282,0.032327329,0.028975535,0.240768431,0.028056239,0.022874245,0.039950213,0.024705378,0.139974454,0.065566495,0.240767088
ionosphere,0.332008174,0.111388774,0.113261596,0.182222222,2.03669763,0.190883189,0.994302034,0.116809115,0.230769232,0.156695127,0.105634921,0.133809524,0.460356125,0.128095238,0.076904762,0.142619048,0.105396825,0.236666667,0.056904762,0.062698413
iris,0.320336302,0.219256087,0.583621635,0.262222222,0.403572628,0.628888885,0.791111112,0.204444448,0.066666667,0.063333333,0.031111111,0.013333333,0.017777778,0.04,0.04,0.04,0.026666667,0.057777778,0.022222222,0.031111111
japanese,0.370760596,0.105109579,0.06624907,0.38115942,1.027384605,0.031884059,0.06666667,0.144927531,0.284057975,0.172463775,0.227536232,0.143478261,0.493934047,0.144927536,0.149275362,0.162318841,0.147826087,0.375362319,0.144927536,0.127536232
japanese_no_Nas,0.375157287,0.106266981,0.067577352,0.373589744,1.027384605,0.033690657,0.065849923,0.136294022,0.271056652,0.150076568,0.228088578,0.136083916,0.495629745,0.160582751,0.145384615,0.156083916,0.139207459,0.381398601,0.136130536,0.134545455
leaf,0.438421333,0.581751979,0.888573052,0.074152249,1.207024119,0.843235294,0.995686295,0.033333335,0.045490197,0.098137257,0.027612457,0.209377163,0.965986159,0.032802768,0.025925606,0.034307958,0.02282872,0.060155709,0.035138408,0.017551903
led,0.108914116,0.369438701,0.292545699,0.17294,1.817891112,0,0,0.088,0.0908,0.185400003,0.067916,0.05144,0.31196,0.063896,0.06004,0.071728,0.054316,0.05902,0.058428,0.060976
lenses,0.345687124,0.289225381,0.174102544,0.228472222,0.081722704,0.5,0.888888896,0.25,0.208333333,0.0625,0.213888889,0.173611111,0.541666667,0.222222222,0.120138889,0.147916667,0.283333333,0.3125,0.3125,0.229166667
libras,0.330567722,0.460075151,0.481539801,0.125555556,0.852422007,0.597407411,0.996666698,0.061111114,0.056111113,0.159351854,0.048148148,0.044444444,0.933333333,0.06037037,0.047037037,0.01962963,0.024444444,0.046666667,0.027407407,0.023333333
liver,0.332748392,0.116433681,0.021153787,0.367394958,1.506678176,0.031884059,0.107246384,0.420289844,0.573913038,0.333333313,0.455294118,0.318907563,0.405546218,0.318571429,0.321344538,0.353781513,0.298571429,0.393613445,0.295966387,0.275462185
lsvt,0.332692636,0.131612296,0.055955521,0.221794872,0.820834073,0.301587313,1.000000119,0.111111112,0.365079373,0.055555582,0.495512821,0.443376068,0.443376068,0.182051282,0.31025641,0.253846154,0.191025641,0.31474359,0.126282051,0.158333333
lung,0.361503349,0.313410486,0.105762903,0.422395833,0.250435404,0.291666667,0.989583333,0.28125,0.541666667,0,0.409114583,0.568489583,0.65859375,0.35703125,0.493489583,0.449739583,0.409114583,0.43984375,0.415885417,0.359114583
lung_no_NAs,0.353540663,0.332082138,0.129811701,0.311728395,0.250435404,0.432098771,0.950617274,0.246913575,0.481481483,0,0.298148148,0.665432099,0.665432099,0.363580247,0.218518519,0.377777778,0.400617284,0.581481481,0.558024691,0.311111111
lymphography,0.350529452,0.170287183,0.102248689,0.423780566,0.541712037,0.518581077,0.572635137,0.082770268,0.177364864,0.070945948,0.160074003,0.53005148,0.53005148,0.219478764,0.189317889,0.155913771,0.163510296,0.41990991,0.18966538,0.358500644
madelon,0.326179456,0.088150028,0.002691636,0.383461538,0.570951872,0.005384615,0.999231219,0.301923066,0.551923096,0,0.411153846,0.454615385,0.479230769,0.222692308,0.287307692,0.458846154,0.456538462,0.396538462,0.418846154,0.267307692
mammographics,0.319222905,0.100529889,0.147326086,0.185416667,1.883754352,0.046875,0.046875,0.18020834,0.340624988,0.199999988,0.155208333,0.1625,0.220833333,0.164583333,0.16875,0.201041667,0.175,0.204166667,0.158333333,0.159375
mammographics_no_NAs,0.326173235,0.103075849,0.149266343,0.229209521,1.883754352,0.048250906,0.048250906,0.191797346,0.355850428,0.219541609,0.167646195,0.15800764,0.49954849,0.162826917,0.171275345,0.188186894,0.174904496,0.196664708,0.165236556,0.17371437
mechanical,0.326469876,0.171172454,0.049755861,0.354316627,4.305731914,0.142965202,0.164469415,0.152978896,0.296826599,0.433875442,0.301745896,0.261404588,0.751379446,0.261961503,0.239038115,0.251089987,0.261233756,0.260048876,0.258974401,0.230440748
mice,0.329660503,0.297021093,0.249735199,0.199408436,0.706870825,0.563888885,0.969097205,0,0.003240741,0.01475694,0.023816872,0.873842593,0.873842593,0,0,0.000244342,0.000488683,0.009014918,0.000720165,0
mice_no_Nas,0.329361799,0.326569315,0.295553166,0.195540479,0.706870825,0.654211946,0.971014455,0.007925725,0.00634058,0.013247289,0.011136011,0.870744636,0.870744636,0,0,0.00097932,0,0.001298701,0.000485248,0
molecular_promoter,0.297152678,0.148634338,0.042655206,0.346363636,0.315413169,0.141509429,0.141509429,0.084905662,0.396226406,0,0.087272727,0.282727273,0.5,0.331818182,0.199090909,0.162727273,0.105454545,0.678181818,0.144545455,0.104545455
molecular_splice,0.172563146,0.12716958,0.039004873,0.365418775,1.822723377,0.160501566,0.160710555,0.133437827,0.336781611,0.02392896,0.031076837,0.437756017,0.615064907,0.037707963,0.041174025,0.11692957,0.048300528,0.365418775,0.03375301,0.019761893
monks1,0.219309425,0.109661856,0.035938699,0.559383117,0.332574254,0.246402875,0.246402875,0.33453238,0.321942449,0.269784153,0.335941558,0.334123377,0.181525974,0.106006494,0.145454545,0.086331169,0.326980519,0.382792208,0.08987013,0.0125
monks2,0.216588185,0.100467457,0.002517542,0.342759563,0.349128218,0,0,0.342762053,0.256239593,0.416805327,0.351311475,0.357978142,0.238087432,0.169672131,0.076612022,0.096530055,0.343005464,0.352978142,0.246338798,0.116584699
monks3,0.21943951,0.109599562,0.073379107,0.232792208,0.339050713,0,0,0.214801446,0.382671475,0.115523458,0.084902597,0.234512987,0.081233766,0.010779221,0.010779221,0.075876623,0.198409091,0.229188312,0.036038961,0.025162338
multiple,0.326913467,0.302935751,0.297923419,0.1703,1.352169487,0.616249999,0.999299997,0.0015,0.01005,0.00085001,0.0091,0.0027,0.9,0.0179,0.0106,0.0033,0.0026,0.0038,0.0032,0.9
mushroom,0.233326057,0.076922533,0.143963523,0.224025685,4.479325759,0.222550467,0.996061027,0.053175777,0.004800591,0.090349555,0.057856476,0.000492459,0.499354281,0.005908603,0,0,0,0.049733093,0.00147753,0
onehund_mar,0.324573089,0.624196351,0.845183469,0.019975,1.954980184,0.859981251,0.999000007,0.009975,0.0095,0.01423125,0.00315,0.003875,0.99,0.0194125,0.0105375,0.004575,0.0032,0.0090375,0.0040375,0.00325
onehund_sha,0.325013062,0.624196351,1.295730545,0.0199875,2.585562993,0.863793753,0.999237508,0.01,0.01366875,0.131581249,0.009225,0.99,0.99,0.01935,0.011525,0.007475,0.0062375,0.015525,0.012025,0.00725
onehund_tex,0.324752471,0.62424657,0.759797186,0.019956535,2.212254387,0.847623512,0.99896185,0.01,0.008792996,0.037870544,0.005313099,0.004788402,0.989999612,0.019556204,0.009815387,0.003939658,0.002914176,0.008654579,0.003551291,0.003101555
optical,0.293059868,0.266677763,0.224210268,0.162351224,2.08208692,0.237135233,0.502882585,0.011120996,0.005658363,0.014679712,0.033291625,0.009404295,0.899986766,0.046517458,0.019133465,0.004170382,0.004134098,0.003731431,0.002712415,0.003136802
ozone1_no_Nas,0.330357102,0.018301912,0.01373317,0.030831375,2.203546315,0.379328996,1,0.030844156,0.074675322,0.244047642,0.285719741,0.035725617,0.059798404,0.040058754,0.046025264,0.039521152,0.031401293,0.030857814,0.030857814,0.033563455
ozone8_no_Nas,0.330365016,0.033481973,0.021206495,0.069294947,2.202663473,0.25554955,0.871683419,0.069301568,0.129399031,0.247428238,0.331897767,0.070387779,0.07579906,0.075261457,0.090417156,0.073642773,0.070376028,0.067679201,0.068225617,0.064976498
page,0.32912256,0.051172241,0.112143281,0.080439483,5.018536169,0.377197151,0.428174685,0.039064498,0.029197881,0.184323037,0.087936528,0.04602879,0.050130218,0.029729202,0.026445701,0.029590875,0.034560617,0.038397896,0.034655931,0.020113762
pamap9,0.330635404,0.083253758,0.126904436,0.062406015,1.583727368,0.535760701,0.99999994,0.054616384,0.009102731,0.128738642,0.092484156,0.027720478,0.004954779,0.000353913,0.000235849,0.000825611,0.006252228,0.000707965,0.00141579,0.000117925
parkinson_speech,0.324429282,0.096304349,0.045887377,0.039745179,2.072545825,0.788079441,0.998344362,0.058774833,0.106788076,0.060016572,0.158030303,0.040578512,0.155564738,0.01077135,0.01077135,0.087713499,0.036453168,0.067878788,0.043884298,0.012431129
parkinsons,0.305222463,0.105835421,0.110743203,0.206578947,0.82938013,0.358974367,0.98974365,0.246153846,0.13333334,0.166666687,0.317631579,0.370271255,0.132894737,0.137105263,0.184473684,0.071052632,0.126578947,0.137105263,0.127368421,0.096578947
pen,0.330818612,0.247372661,0.503414926,0.163133819,4.011812158,0.389201233,0.556923203,0.022643741,0.003247817,0.071429223,0.028415543,0.024888734,0.899839732,0.03693121,0.007197098,0.001211709,0.003462336,0.001181031,0.000946689,0.001604152
phishing,0.117660348,0.073748778,0.036030405,0.443058513,7.289878242,0.132519215,0.132519215,0.07354138,0.087562189,0.096200824,0.070556978,0.069924149,0.493515659,0.092900755,0.040887385,0.033740519,0.061420471,0.059973734,0.054726666,0.031660953
phoneme,0.329631598,0.070418992,0.100222872,0.246670432,3.022434118,0.1223168,0.134900063,0.256846786,0.198186532,0.268782377,0.238907715,0.241673513,0.212995139,0.178946738,0.135643869,0.09252824,0.227059629,0.230027042,0.155260834,0.083458273
pima,0.330693205,0.097353987,0.049434981,0.349111415,1.80000634,0.006510417,0.022135414,0.350260407,0.4375,0.280598938,0.243609023,0.226674641,0.254101162,0.244890636,0.272180451,0.269668489,0.226674641,0.257980178,0.237115516,0.239593301
pitt1_1,0.296053752,0.130054846,0.029734014,0.173585859,0.52761392,0.564814806,0.858024677,0.129629633,0.209876545,0.228395045,0.154545455,0.16197861,0.250374332,0.194545455,0.077272727,0.136363636,0.117272727,0.165454545,0.136363636,0.098181818
pitt1_2,0.296053752,0.174736884,0.146501417,0.201515152,0.52761392,0.668981478,0.881944448,0.127314816,0.155092595,0.128472209,0.125283019,0.111174957,0.410308748,0.089202401,0.101012007,0.076766724,0.074451115,0.14890223,0.072135506,0.055926244
pitt1_3,0.296053752,0.255250054,0.120905011,0.327920875,0.52761392,0.423611112,0.729166672,0.250000006,0.347222224,0.246527776,0.264033816,0.552016908,0.552016908,0.213913043,0.274589372,0.240567633,0.230012077,0.328019324,0.219987923,0.183961353
pitt1_4,0.296053752,0.23624216,0.092923962,0.346801347,0.514800324,0.46296297,0.710648149,0.182870372,0.300925931,0.244212955,0.25407767,0.274633716,0.577705207,0.215242718,0.282691968,0.219285084,0.21631068,0.269673433,0.202100618,0.208225949
pitt2_1,0.296053752,0.130054846,0.02767663,0.173585859,0.481481901,0.354938279,0.796296299,0.129629633,0.234567903,0.254629612,0.138181818,0.157005348,0.251657754,0.167272727,0.138181818,0.127272727,0.128181818,0.148181818,0.148181818,0.118181818
pitt2_2,0.296053752,0.174736884,0.150310625,0.231607744,0.481481901,0.562500015,0.875000015,0.092592592,0.152777778,0.133101866,0.113044597,0.141114923,0.41035163,0.084339623,0.094116638,0.092444254,0.090831904,0.222427101,0.077006861,0.086886792
pitt2_3,0.296053752,0.255250054,0.128850164,0.331624579,0.481481901,0.363425933,0.666666649,0.250000006,0.356481478,0.223379627,0.208683575,0.55044686,0.55044686,0.220942029,0.186135266,0.264794686,0.244746377,0.336050725,0.236038647,0.174830918
pitt2_4,0.296053752,0.23624216,0.097792,0.318787879,0.476962937,0.361111104,0.61805553,0.182870372,0.328703694,0.216435179,0.24729038,0.311041483,0.576566637,0.29690203,0.242886143,0.253883495,0.249329214,0.351765225,0.19744925,0.207281553
planning,0.30919375,0.114963263,0.005250658,0.286549708,0.742989239,0.0989011,0.434065938,0.285714298,0.598901093,0.390109897,0.362865497,0.307309942,0.323976608,0.450584795,0.285087719,0.361695906,0.285087719,0.29005848,0.285087719,0.290643275
post,0.229180133,0.151005811,0.017658959,0.277037037,0.527642154,0.174074075,0.351851852,0.192592602,0.418518525,0.368518511,0.342222222,0.326666667,0.422716049,0.331358025,0.277037037,0.361234568,0.298765432,0.277037037,0.277037037,0.337283951
primary,0.433513234,0.109942574,0.022010582,0.345276292,0.760329305,0,0,0.2359882,0.427728623,0.265486717,0.248039216,0.300570252,0.448331046,0.283600713,0.274777184,0.286541889,0.247682709,0.339304813,0.251158645,0.242245989
qsar,0.330759028,0.091839699,0.046826077,0.258831986,2.664790798,0.079620853,0.336492896,0.195260659,0.27109006,0.148341238,0.285265049,0.139326146,0.447128081,0.175381851,0.1706469,0.146918239,0.133665768,0.21131177,0.122291105,0.127951482
ring,0.330491331,0.077795661,0.082705858,0.390675676,6.45605148,0.053783786,0.405540556,0.232027024,0.441621631,0.281689167,0.020540541,0.237297297,0.021486486,0.147972973,0.092972973,0.251756757,0.236081081,0.250405405,0.021486486,0.04972973
robot1,0.320306663,0.186060017,0.468177541,0.208032025,2.94937967,0.583712123,0.83162877,0.192424241,0.020075758,0.116287887,0.157515496,0.152789256,0.103607094,0.048803375,0.012267562,0.010072314,0.088722452,0.146461777,0.046057163,0.010365014
robot2,0.316822411,0.223362327,0.213425389,0.12309003,1.320966096,0.689361703,0.763971627,0.114893618,0.081702128,0.187943256,0.112444454,0.076132968,0.104039556,0,0,0.064085363,0.075552036,0.240614752,0.07517702,0.027142429
robot3,0.316822411,0.186061367,0.193606893,0.122226979,1.320966096,0.68617022,0.746099323,0.143617021,0.086879434,0.167375892,0.20528961,0.124969391,0.179999572,0.018416884,0.01213665,0.071479087,0.12925853,0.214360204,0.093388844,0.030646004
robot4,0.332507133,0.124764419,0.297137227,0.142694972,3.144285562,0.666666677,0.710351378,0.139031346,0.044824311,0.162108262,0.148585581,0.143404679,0.114459624,0.040778472,0.014498668,0.041671412,0.097378538,0.122580253,0.092419331,0.036706044
robot5,0.328410395,0.199110167,0.350616032,0.241188281,3.291598795,0.500000009,0.621056896,0.199918695,0.044634146,0.247682929,0.220099643,0.225210688,0.194514674,0.029719413,0.004193932,0.04248959,0.140350486,0.252912453,0.127292782,0.024464604
saheart,0.317147221,0.105147447,0.03337757,0.33080481,0.982503781,0.04978355,0.090909094,0.346320361,0.5,0.326839805,0.291859389,0.279324699,0.300601295,0.300323774,0.27719704,0.352590194,0.283533765,0.283348751,0.287789084,0.300740056
satimage,0.327866521,0.196281218,0.613612884,0.225174158,3.875276203,0.380005186,0.617560198,0.064853664,0.053742553,0.100608647,0.067860731,0.052867114,0.047714496,0.06648574,0.042878776,0.031285179,0.0424174,0.044173316,0.033757004,0.02672324
secom,0.32593419,0.03318555,0.011774951,0.023611792,0,0.627313316,1,0.066368856,0.154435232,0.00542438,0.571962273,0.052365814,0.123913686,0.010203332,0.005736567,0.086130165,0.05552017,0.074648865,0.065715336,0.004458599
seeds,0.300992247,0.205459173,0.534651034,0.276190476,0.396017636,0.647619059,0.914285739,0.142857147,0.082539684,0.061904768,0.06984127,0.022222222,0.038095238,0.06031746,0.06031746,0.047619048,0.044444444,0.085714286,0.047619048,0.044444444
seismic,0.326438111,0.030877683,0.011196222,0.06578522,3.05958369,0.060758512,0.096749231,0.065789476,0.159442723,0.402863801,0.154767891,0.080109844,0.12293304,0.068894975,0.069276586,0.073538655,0.065801682,0.067741163,0.065801682,0.068510371
soybean_large,0.325545561,0.462882512,0.373019909,0.16035025,1.129741348,0.835933481,0.955940334,0.035316304,0.036344934,0.026915823,0.015375994,0.913095163,0.913095163,0.031686456,0.025478617,0.020079857,0.023319674,0.194950089,0.053392876,0.913095163
